run,enemy,generation,fitness,mean.fitness,std.fitness
19/09/2024 19:38:07,6,14,88.473,47.627,21.982
19/09/2024 19:38:07,6,15,88.473,50.271,20.942
19/09/2024 19:38:23,6,0,21.919,-2.226,6.682
19/09/2024 19:38:23,6,1,75.387,3.859,13.138
19/09/2024 19:38:23,6,2,75.387,9.675,12.945
19/09/2024 19:38:23,6,3,75.387,15.694,14.659
19/09/2024 19:38:23,6,4,75.387,21.536,11.579
19/09/2024 19:38:23,6,5,75.387,22.962,10.959
19/09/2024 19:38:23,6,6,75.387,22.65,11.76
19/09/2024 19:38:23,6,7,87.343,24.149,13.7
19/09/2024 19:38:23,6,8,87.343,24.966,14.945
19/09/2024 19:38:23,6,9,87.343,25.368,16.024
19/09/2024 19:38:23,6,10,88.413,27.843,17.333
19/09/2024 19:38:23,6,11,88.413,28.756,18.974
19/09/2024 19:38:23,6,12,88.413,30.964,19.268
19/09/2024 19:38:23,6,13,88.413,29.835,19.421
19/09/2024 19:38:23,6,14,88.413,29.819,18.756
19/09/2024 19:38:23,6,15,88.413,32.364,20.62
19/09/2024 19:38:37,6,0,47.598,-1.868,9.575
19/09/2024 19:38:37,6,1,47.598,3.145,11.64
19/09/2024 19:38:37,6,2,47.598,11.363,12.74
19/09/2024 19:38:37,6,3,47.598,16.407,10.61
19/09/2024 19:38:37,6,4,66.125,19.943,11.081
19/09/2024 19:38:37,6,5,66.195,21.974,12.233
19/09/2024 19:38:37,6,6,75.471,26.862,16.799
19/09/2024 19:38:37,6,7,75.471,28.286,16.011
19/09/2024 19:38:37,6,8,75.471,28.366,16.613
19/09/2024 19:38:37,6,9,84.307,29.712,18.844
19/09/2024 19:38:37,6,10,84.307,31.465,19.752
19/09/2024 19:38:37,6,11,84.307,32.203,18.959
19/09/2024 19:38:37,6,12,84.307,34.913,20.146
19/09/2024 19:38:37,6,13,84.307,36.077,21.362
19/09/2024 19:38:37,6,14,85.503,35.59,20.624
19/09/2024 19:38:37,6,15,85.503,38.519,21.524
19/09/2024 19:38:52,7,0,75.273,4.507,20.86
19/09/2024 19:38:52,7,1,89.412,19.714,29.267
19/09/2024 19:38:52,7,2,89.412,51.525,25.485
19/09/2024 19:38:52,7,3,89.412,65.125,18.066
19/09/2024 19:38:52,7,4,89.412,67.585,14.971
19/09/2024 19:38:52,7,5,89.412,68.503,14.321
19/09/2024 19:38:52,7,6,89.412,71.936,12.584
19/09/2024 19:38:52,7,7,89.412,74.422,7.996
19/09/2024 19:38:52,7,8,89.412,73.801,11.465
19/09/2024 19:38:52,7,9,89.412,74.452,8.237
19/09/2024 19:38:52,7,10,89.412,73.571,9.48
19/09/2024 19:38:52,7,11,89.788,73.835,9.933
19/09/2024 19:38:52,7,12,89.788,74.817,7.28
19/09/2024 19:38:52,7,13,89.788,72.35,14.951
19/09/2024 19:38:52,7,14,89.788,73.277,10.478
19/09/2024 19:38:52,7,15,90.562,72.528,13.099
19/09/2024 19:39:15,7,0,87.573,5.744,23.277
19/09/2024 19:39:15,7,1,89.35,33.143,32.11
19/09/2024 19:39:15,7,2,89.35,60.05,21.601
19/09/2024 19:39:15,7,3,89.35,64.008,14.797
19/09/2024 19:39:15,7,4,89.35,68.091,13.343
19/09/2024 19:39:15,7,5,89.35,69.184,13.793
19/09/2024 19:39:15,7,6,90.591,70.194,10.034
19/09/2024 19:39:15,7,7,90.591,69.986,11.462
19/09/2024 19:39:15,7,8,90.591,70.511,14.881
19/09/2024 19:39:15,7,9,90.591,72.647,12.203
19/09/2024 19:39:15,7,10,90.591,74.638,12.759
19/09/2024 19:39:15,7,11,90.591,76.152,10.997
19/09/2024 19:39:15,7,12,90.813,78.193,11.549
19/09/2024 19:39:15,7,13,91.068,80.172,11.068
19/09/2024 19:39:15,7,14,91.068,78.273,17.489
19/09/2024 19:39:15,7,15,91.068,80.159,13.946
19/09/2024 19:39:39,7,0,66.732,8.854,25.525
19/09/2024 19:39:39,7,1,85.296,42.168,29.755
19/09/2024 19:39:39,7,2,86.673,63.149,12.004
19/09/2024 19:39:39,7,3,88.887,66.115,9.906
19/09/2024 19:39:39,7,4,88.897,68.64,8.047
19/09/2024 19:39:39,7,5,88.897,68.176,12.364
19/09/2024 19:39:39,7,6,89.057,67.073,14.691
19/09/2024 19:39:39,7,7,89.062,70.039,14.354
19/09/2024 19:39:39,7,8,89.067,73.636,11.069
19/09/2024 19:39:39,7,9,89.784,76.801,12.508
19/09/2024 19:39:39,7,10,90.393,78.363,11.292
19/09/2024 19:39:39,7,11,90.393,76.773,15.335
19/09/2024 19:39:39,7,12,90.393,78.284,11.665
19/09/2024 19:39:39,7,13,90.393,79.596,10.506
19/09/2024 19:39:39,7,14,90.393,81.451,10.004
19/09/2024 19:39:39,7,15,90.393,78.217,15.265
19/09/2024 19:40:03,8,0,92.188,4.916,21.507
19/09/2024 19:40:03,8,1,92.188,27.843,31.837
19/09/2024 19:40:03,8,2,92.188,48.834,33.715
19/09/2024 19:40:03,8,3,92.188,69.15,28.758
19/09/2024 19:40:03,8,4,92.188,73.781,25.623
19/09/2024 19:40:03,8,5,92.188,79.765,19.325
19/09/2024 19:40:03,8,6,92.188,82.308,15.407
19/09/2024 19:40:03,8,7,92.188,81.59,19.312
19/09/2024 19:40:03,8,8,92.188,84.644,13.093
19/09/2024 19:40:03,8,9,92.188,82.611,16.901
19/09/2024 19:40:03,8,10,92.188,85.234,10.92
19/09/2024 19:40:03,8,11,92.188,81.784,17.221
19/09/2024 19:40:03,8,12,92.188,80.173,20.787
19/09/2024 19:40:03,8,13,92.188,83.165,16.271
19/09/2024 19:40:03,8,14,92.188,85.864,9.242
19/09/2024 19:40:03,8,15,92.188,82.718,15.922
19/09/2024 19:40:28,8,0,89.379,4.974,25.217
19/09/2024 19:40:28,8,1,92.308,21.503,32.474
19/09/2024 19:40:28,8,2,92.308,57.715,32.408
19/09/2024 19:40:28,8,3,92.308,66.719,27.998
19/09/2024 19:40:28,8,4,92.308,71.194,26.201
19/09/2024 19:40:28,8,5,92.308,83.375,13.859
19/09/2024 19:40:28,8,6,92.308,84.018,13.149
19/09/2024 19:40:28,8,7,92.308,84.22,12.85
19/09/2024 19:40:28,8,8,92.308,82.465,16.498
19/09/2024 19:40:28,8,9,92.308,84.036,13.209
19/09/2024 19:40:28,8,10,92.308,84.744,12.794
19/09/2024 19:40:28,8,11,92.308,85.202,11.406
19/09/2024 19:40:28,8,12,92.308,83.458,14.649
19/09/2024 19:40:28,8,13,92.308,82.973,16.055
19/09/2024 19:40:28,8,14,92.308,85.477,11.021
19/09/2024 19:40:28,8,15,92.308,82.907,15.58
19/09/2024 19:40:52,8,0,87.238,7.808,27.278
19/09/2024 19:40:52,8,1,90.395,39.234,36.227
19/09/2024 19:40:52,8,2,90.395,65.976,29.451
19/09/2024 19:40:52,8,3,90.395,78.31,19.828
19/09/2024 19:40:52,8,4,90.395,82.821,14.211
19/09/2024 19:40:52,8,5,90.484,85.927,8.371
19/09/2024 19:40:52,8,6,90.484,83.507,13.023
19/09/2024 19:40:52,8,7,90.773,82.809,15.823
19/09/2024 19:40:52,8,8,90.773,81.519,18.344
19/09/2024 19:40:52,8,9,90.773,81.923,18.685
19/09/2024 19:40:52,8,10,90.773,83.833,12.079
19/09/2024 19:40:52,8,11,90.773,84.061,12.948
19/09/2024 19:40:52,8,12,90.773,85.03,10.312
19/09/2024 19:40:52,8,13,90.773,85.827,8.116
19/09/2024 19:40:52,8,14,90.773,83.644,12.717
19/09/2024 19:40:52,8,15,90.773,82.781,16.5
