run,enemy,generation,max.fitness,mean.fitness,median.fitness,min.fitness,std.fitness,mutation_p_individual,mutation_p_genome,mutation_sigma,elites,phase
28/09/2024 09:52:19,4,9,73.907,22.382,21.62,3.95,9.752,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,10,73.907,22.767,21.62,3.409,9.994,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,11,86.732,23.898,21.62,3.26,11.861,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,12,86.732,23.48,21.62,3.383,12.01,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,13,86.732,23.392,21.62,3.413,11.776,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,14,86.732,23.098,21.62,2.74,12.16,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,15,86.732,23.392,21.62,2.74,11.691,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,16,86.732,24.124,21.62,3.471,11.005,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,17,86.732,23.594,21.62,3.31,11.575,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,18,86.732,23.997,21.62,3.95,12.4,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,19,86.732,24.496,21.62,3.38,12.2,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,20,86.732,24.801,21.62,3.195,13.275,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,21,86.732,25.63,21.62,3.38,12.683,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,22,86.732,27.72,21.62,11.816,15.244,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,23,86.732,28.976,21.62,3.593,18.202,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,24,86.732,29.25,21.62,3.95,19.71,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,25,86.732,33.031,21.62,3.894,21.827,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,26,86.732,39.271,21.748,3.648,25.354,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,27,87.036,42.21,25.985,11.816,25.472,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,28,87.036,44.217,30.451,3.198,25.597,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,29,87.036,52.238,65.195,11.562,24.602,0.5,0.5,0.35,5,-
28/09/2024 09:52:19,4,30,87.036,53.512,65.17,11.562,23.953,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,30,30.643,-1.85,-5.371,-7.248,9.033,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,1,65.748,6.236,2.732,-7.121,14.832,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,2,65.748,15.665,21.405,-5.541,13.103,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,3,65.771,22.368,21.595,2.59,12.383,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,4,65.777,27.395,21.62,3.616,15.114,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,5,65.777,31.368,21.62,3.95,17.157,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,6,65.777,37.892,25.912,2.824,22.049,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,7,65.779,45.314,56.903,3.487,22.691,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,8,65.779,48.528,65.748,-5.371,22.112,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,9,65.779,51.492,65.748,3.293,20.821,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,10,65.779,57.776,65.763,3.267,15.295,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,11,65.779,57.975,65.768,-5.447,15.882,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,12,86.873,57.086,65.766,3.413,16.494,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,13,86.873,56.609,65.768,3.18,18.638,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,14,86.873,57.951,65.768,3.394,16.685,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,15,86.873,57.514,65.768,2.953,16.701,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,16,86.873,60.775,65.777,3.54,13.612,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,17,86.873,61.707,65.777,3.54,13.765,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,18,86.873,62.094,65.779,3.54,14.113,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,19,86.873,63.228,65.779,2.867,12.641,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,20,86.873,61.653,65.779,-5.394,17.098,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,21,86.873,59.9,65.779,3.491,17.537,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,22,86.873,61.594,65.779,-5.371,18.546,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,23,87.12,61.346,65.779,3.54,18.78,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,24,87.12,60.913,65.779,3.29,21.235,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,25,87.12,60.06,65.779,3.344,20.308,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,26,87.439,63.216,65.779,-6.12,19.664,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,27,87.439,62.044,65.775,2.779,22.275,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,28,87.439,64.401,65.777,-5.366,21.125,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,29,87.439,66.105,74.027,2.779,22.946,0.5,0.5,0.35,5,-
28/09/2024 09:52:57,4,30,87.439,68.384,74.342,12.047,20.991,0.5,0.5,0.35,5,-
