run,enemy,generation,fitness,mean.fitness,std.fitness
25/09/2024 13:20:29,4,13,30.571,22.177,3.252
25/09/2024 13:20:29,4,14,30.571,21.875,2.854
25/09/2024 13:20:29,4,15,30.571,22.227,2.222
25/09/2024 13:20:29,4,16,30.571,22.221,2.223
25/09/2024 13:20:29,4,17,30.571,21.634,3.946
25/09/2024 13:20:29,4,18,30.571,22.214,3.14
25/09/2024 13:20:29,4,19,30.643,22.793,3.002
25/09/2024 13:20:29,4,20,30.643,22.206,2.246
25/09/2024 13:20:34,4,0,21.802,-2.162,9.442
25/09/2024 13:20:34,4,1,21.802,1.785,11.239
25/09/2024 13:20:34,4,2,21.853,9.341,12.51
25/09/2024 13:20:34,4,3,30.327,17.382,7.546
25/09/2024 13:20:34,4,4,21.853,17.998,5.959
25/09/2024 13:20:34,4,5,21.853,20.131,4.031
25/09/2024 13:20:34,4,6,21.853,19.504,4.967
25/09/2024 13:20:34,4,7,30.558,20.116,5.151
25/09/2024 13:20:34,4,8,30.558,21.008,3.914
25/09/2024 13:20:34,4,9,30.558,20.141,5.175
25/09/2024 13:20:34,4,10,30.712,21.626,4.026
25/09/2024 13:20:34,4,11,30.712,21.041,5.134
25/09/2024 13:20:34,4,12,30.712,21.614,4.072
25/09/2024 13:20:34,4,13,30.712,21.669,4.569
25/09/2024 13:20:34,4,14,30.712,23.126,3.323
25/09/2024 13:20:34,4,15,30.524,22.823,4.975
25/09/2024 13:20:34,4,16,30.712,21.639,6.498
25/09/2024 13:20:34,4,17,30.524,21.047,5.584
25/09/2024 13:20:34,4,18,30.524,21.04,4.542
25/09/2024 13:20:34,4,19,30.524,21.94,2.764
25/09/2024 13:20:34,4,20,30.524,22.217,2.216
25/09/2024 13:20:39,4,0,21.62,-1.513,8.943
25/09/2024 13:20:39,4,1,29.936,3.131,11.175
25/09/2024 13:20:39,4,2,56.009,11.702,13.376
25/09/2024 13:20:39,4,3,56.009,20.392,11.166
25/09/2024 13:20:39,4,4,56.974,26.397,13.675
25/09/2024 13:20:39,4,5,56.974,23.738,12.941
25/09/2024 13:20:39,4,6,56.009,23.741,11.636
25/09/2024 13:20:39,4,7,48.073,25.245,10.177
25/09/2024 13:20:39,4,8,65.777,30.592,12.682
25/09/2024 13:20:39,4,9,73.847,29.668,15.775
25/09/2024 13:20:39,4,10,73.847,30.857,16.093
25/09/2024 13:20:39,4,11,73.847,35.53,16.025
25/09/2024 13:20:39,4,12,73.847,38.779,18.265
25/09/2024 13:20:39,4,13,73.847,38.181,17.654
25/09/2024 13:20:39,4,14,73.797,36.388,17.069
25/09/2024 13:20:39,4,15,73.797,36.097,16.619
25/09/2024 13:20:39,4,16,84.982,36.644,19.129
25/09/2024 13:20:39,4,17,84.982,36.407,19.67
25/09/2024 13:20:39,4,18,84.982,40.023,16.21
25/09/2024 13:20:39,4,19,86.828,45.444,16.375
25/09/2024 13:20:39,4,20,86.828,45.116,18.235
25/09/2024 13:20:46,4,0,21.62,-2.049,8.254
25/09/2024 13:20:46,4,1,21.841,5.984,12.239
25/09/2024 13:20:46,4,2,21.841,15.025,9.508
25/09/2024 13:20:46,4,3,29.88,18.27,7.452
25/09/2024 13:20:46,4,4,21.697,20.669,3.61
25/09/2024 13:20:46,4,5,21.697,21.619,0.023
25/09/2024 13:20:46,4,6,21.62,21.293,1.76
25/09/2024 13:20:46,4,7,21.717,21.308,1.611
25/09/2024 13:20:46,4,8,21.737,21.608,0.107
25/09/2024 13:20:46,4,9,30.629,21.911,1.623
25/09/2024 13:20:46,4,10,30.629,21.923,1.617
25/09/2024 13:20:46,4,11,30.629,21.927,1.616
25/09/2024 13:20:46,4,12,30.629,21.024,3.968
25/09/2024 13:20:46,4,13,21.769,21.331,1.557
25/09/2024 13:20:46,4,14,21.769,21.616,0.051
25/09/2024 13:20:46,4,15,30.639,21.93,1.618
25/09/2024 13:20:46,4,16,39.254,21.932,4.27
25/09/2024 13:20:46,4,17,21.702,21.619,0.024
25/09/2024 13:20:46,4,18,21.737,21.627,0.025
25/09/2024 13:20:46,4,19,21.737,21.629,0.028
25/09/2024 13:20:46,4,20,21.818,21.055,3.143
25/09/2024 13:20:51,4,0,21.62,-2.053,8.295
25/09/2024 13:20:51,4,1,39.232,3.56,12.882
25/09/2024 13:20:51,4,2,39.232,10.794,12.953
25/09/2024 13:20:51,4,3,39.232,18.31,9.016
25/09/2024 13:20:51,4,4,39.232,21.888,4.868
25/09/2024 13:20:51,4,5,39.232,22.488,4.187
25/09/2024 13:20:51,4,6,39.232,22.538,4.175
25/09/2024 13:20:51,4,7,39.232,22.855,3.773
25/09/2024 13:20:51,4,8,47.925,24.349,6.467
25/09/2024 13:20:51,4,9,56.152,24.918,10.234
25/09/2024 13:20:51,4,10,56.152,25.217,10.011
25/09/2024 13:20:51,4,11,47.925,24.009,9.895
25/09/2024 13:20:51,4,12,47.925,24.249,10.232
25/09/2024 13:20:51,4,13,47.999,23.005,12.611
25/09/2024 13:20:51,4,14,56.336,24.807,12.175
25/09/2024 13:20:51,4,15,56.336,24.259,12.276
25/09/2024 13:20:51,4,16,56.336,25.137,11.46
25/09/2024 13:20:51,4,17,56.336,28.334,11.671
25/09/2024 13:20:51,4,18,56.909,30.054,13.323
25/09/2024 13:20:51,4,19,65.259,31.859,14.117
25/09/2024 13:20:51,4,20,65.735,35.622,14.741
25/09/2024 13:20:56,4,0,38.485,1.364,11.628
25/09/2024 13:20:56,4,1,39.108,15.943,11.474
25/09/2024 13:20:56,4,2,38.818,19.134,9.979
25/09/2024 13:20:56,4,3,55.812,23.526,12.541
25/09/2024 13:20:56,4,4,87.567,27.263,15.255
25/09/2024 13:20:56,4,5,85.938,30.104,17.947
25/09/2024 13:20:56,4,6,88.692,33.618,25.166
25/09/2024 13:20:56,4,7,88.692,29.158,23.082
25/09/2024 13:20:56,4,8,88.692,30.353,24.235
25/09/2024 13:20:56,4,9,88.692,27.972,22.816
25/09/2024 13:20:56,4,10,88.692,32.121,23.27
25/09/2024 13:20:56,4,11,88.692,39.187,25.225
25/09/2024 13:20:56,4,12,84.207,38.72,23.178
25/09/2024 13:20:56,4,13,84.207,39.347,21.32
25/09/2024 13:20:56,4,14,84.207,39.381,21.268
25/09/2024 13:20:56,4,15,84.207,41.732,23.619
25/09/2024 13:20:56,4,16,84.207,39.869,22.92
25/09/2024 13:20:56,4,17,84.207,43.488,20.715
25/09/2024 13:20:56,4,18,84.207,42.641,20.462
25/09/2024 13:20:56,4,19,84.207,40.163,18.125
25/09/2024 13:20:56,4,20,84.207,41.374,19.661
25/09/2024 13:21:04,4,0,29.918,-0.305,10.26
25/09/2024 13:21:04,4,1,29.918,2.842,11.722
25/09/2024 13:21:04,4,2,30.648,16.264,10.335
25/09/2024 13:21:04,4,3,30.648,20.768,7.394
25/09/2024 13:21:04,4,4,65.068,25.272,10.64
25/09/2024 13:21:04,4,5,65.068,23.455,13.056
25/09/2024 13:21:04,4,6,65.068,23.445,11.102
25/09/2024 13:21:04,4,7,65.068,23.466,13.269
25/09/2024 13:21:04,4,8,65.068,23.529,14.198
25/09/2024 13:21:04,4,9,65.068,24.081,14.324
25/09/2024 13:21:04,4,10,65.068,29.699,13.071
25/09/2024 13:21:04,4,11,65.068,25.199,14.931
25/09/2024 13:21:04,4,12,65.068,26.959,15.248
25/09/2024 13:21:04,4,13,65.068,29.046,13.822
25/09/2024 13:21:04,4,14,65.068,29.674,14.923
25/09/2024 13:21:04,4,15,56.994,27.28,14.194
25/09/2024 13:21:04,4,16,56.994,27.906,13.5
25/09/2024 13:21:04,4,17,56.994,27.661,12.537
25/09/2024 13:21:04,4,18,56.994,28.538,11.995
25/09/2024 13:21:04,4,19,56.994,28.258,11.384
25/09/2024 13:21:04,4,20,56.999,27.64,13.633
25/09/2024 13:21:10,4,0,29.694,0.633,11.093
25/09/2024 13:21:10,4,1,29.694,8.575,11.881
25/09/2024 13:21:10,4,2,56.812,14.232,12.274
25/09/2024 13:21:10,4,3,64.905,18.992,14.09
25/09/2024 13:21:10,4,4,64.905,20.488,13.591
25/09/2024 13:21:10,4,5,64.905,21.09,14.367
25/09/2024 13:21:10,4,6,64.905,19.657,11.996
25/09/2024 13:21:10,4,7,64.905,20.915,11.376
25/09/2024 13:21:10,4,8,64.905,22.718,11.071
25/09/2024 13:21:10,4,9,64.905,23.018,10.39
25/09/2024 13:21:10,4,10,64.905,21.569,10.896
25/09/2024 13:21:10,4,11,64.905,22.438,9.956
25/09/2024 13:21:10,4,12,64.905,21.783,9.21
25/09/2024 13:21:10,4,13,64.905,20.906,10.168
25/09/2024 13:21:10,4,14,64.905,21.815,9.479
25/09/2024 13:21:10,4,15,64.905,22.142,8.696
25/09/2024 13:21:10,4,16,64.905,22.744,8.013
25/09/2024 13:21:10,4,17,64.905,21.828,8.916
25/09/2024 13:21:10,4,18,64.905,23.059,7.771
25/09/2024 13:21:10,4,19,21.722,21.607,0.063
25/09/2024 13:21:10,4,20,21.62,20.999,2.234
